Tanggal,Periode,Inflasi_YoY,Year,Month,Quarter,Inflasi_Lag_1,Inflasi_Lag_2,Inflasi_Lag_3,Inflasi_Lag_6,Inflasi_Lag_12,Inflasi_RollMean_3,Inflasi_RollMean_6,Inflasi_RollMean_12,Inflasi_RollStd_3,Inflasi_RollStd_6,Inflasi_RollStd_12,Inflasi_Diff_1,Inflasi_Diff_12
2021-12-01,Desember 2021,1.87,2021,12,4,1.75,1.66,1.6,1.33,1.68,1.67,1.575,1.5441666666666667,0.07549834435493236,0.14265342617706053,0.14048347255338933,0.09000000000000008,0.15999999999999992
2022-01-01,Januari 2022,2.18,2022,1,1,1.87,1.75,1.66,1.52,1.55,1.76,1.665,1.5599999999999998,0.10535653753010962,0.12660963628433825,0.1656392575340044,0.1200000000000001,0.19000000000000017
2022-02-01,Februari 2022,2.06,2022,2,1,2.18,1.87,1.75,1.59,1.38,1.9333333333333333,1.7750000000000001,1.6125,0.22188585654264179,0.22438805672328122,0.24365120375438515,0.31000000000000005,0.6300000000000001
2022-03-01,Maret 2022,2.64,2022,3,1,2.06,2.18,1.87,1.6,1.37,2.0366666666666666,1.8533333333333335,1.6691666666666665,0.15631165450361922,0.2288813375238701,0.26297107802729724,-0.1200000000000001,0.6800000000000002
2022-04-01,April 2022,3.47,2022,4,2,2.64,2.06,2.18,1.66,1.42,2.2933333333333334,2.026666666666667,1.7750000000000001,0.3061590000859873,0.35674453978542214,0.36671762731271534,0.5800000000000001,1.27
2022-05-01,Mei 2022,3.55,2022,5,2,3.47,2.64,2.06,1.75,1.68,2.723333333333333,2.3283333333333336,1.9458333333333335,0.7086842268130708,0.6386052510484916,0.5936092735941856,0.8300000000000001,2.0500000000000003
2022-06-01,Juni 2022,4.35,2022,6,2,3.55,3.47,2.64,1.87,1.33,3.22,2.6283333333333334,2.1016666666666666,0.5038849074940555,0.7289833102799415,0.7439065597889389,0.07999999999999963,1.8699999999999999
2022-07-01,Juli 2022,4.94,2022,7,3,4.35,3.55,3.47,2.18,1.52,3.7900000000000005,3.0416666666666665,2.3533333333333335,0.4866210024241424,0.8967812813984766,0.9432471317291096,0.7999999999999998,3.0199999999999996
2022-08-01,Agustus 2022,4.69,2022,8,3,4.94,4.35,3.55,2.06,1.59,4.28,3.501666666666667,2.638333333333333,0.6976388750637856,1.0594983089494225,1.160272956391456,0.5900000000000007,3.4200000000000004
2022-09-01,September 2022,5.95,2022,9,3,4.69,4.94,4.35,2.64,1.6,4.66,3.94,2.8966666666666665,0.2961418578996453,0.871045348991665,1.2474725964075968,-0.25,3.1000000000000005
2022-10-01,Oktober 2022,5.71,2022,10,4,5.95,4.69,4.94,3.47,1.66,5.193333333333334,4.491666666666667,3.2591666666666668,0.6671081871282742,0.9292667360164509,1.4517291153112728,1.2599999999999998,4.35
2022-11-01,November 2022,5.42,2022,11,4,5.71,5.95,4.69,3.55,1.75,5.45,4.864999999999999,3.596666666666667,0.6690291473472832,0.8856579475169831,1.5155277108731018,-0.2400000000000002,4.05
2022-12-01,Desember 2022,5.51,2022,12,4,5.42,5.71,5.95,4.35,1.87,5.693333333333334,5.176666666666667,3.9025,0.26539279065860194,0.6193437386998082,1.4788516736736275,-0.29000000000000004,3.67
2023-01-01,Januari 2023,5.28,2023,1,1,5.51,5.42,5.71,4.94,2.18,5.546666666666667,5.37,4.2058333333333335,0.1484362938555257,0.4735820942560922,1.394987509447724,0.08999999999999986,3.6399999999999997
2023-02-01,Februari 2023,5.47,2023,2,1,5.28,5.51,5.42,4.69,2.06,5.403333333333333,5.426666666666667,4.464166666666667,0.11590225767243469,0.430193754797361,1.266882059039104,-0.22999999999999954,3.1
2023-03-01,Maret 2023,4.97,2023,3,1,5.47,5.28,5.51,5.95,2.64,5.420000000000001,5.5566666666666675,4.748333333333334,0.12288205727539599,0.2379635826479544,1.040872303174196,0.1899999999999995,3.4099999999999997
2023-04-01,April 2023,4.33,2023,4,2,4.97,5.47,5.28,5.71,3.47,5.24,5.3933333333333335,4.9425,0.2523885892829512,0.25001333297776873,0.8016587916201127,-0.5,2.3299999999999996
2023-05-01,Mei 2023,4.0,2023,5,2,4.33,4.97,5.47,5.42,3.55,4.923333333333334,5.163333333333333,5.014166666666667,0.5714309523762073,0.4528870352159099,0.6885090391343435,-0.6399999999999997,0.8599999999999999
2023-06-01,Juni 2023,3.52,2023,6,2,4.0,4.33,4.97,5.51,4.35,4.433333333333334,4.926666666666667,5.051666666666667,0.49318691520922564,0.6287977947374347,0.6091996736901963,-0.33000000000000007,0.4500000000000002
2023-07-01,Juli 2023,3.08,2023,7,3,3.52,4.0,4.33,5.28,4.94,3.9500000000000006,4.595,4.9825,0.4073082370886583,0.7688107699557805,0.7310406654526511,-0.48,-0.8299999999999996
2023-08-01,Agustus 2023,3.27,2023,8,3,3.08,3.52,4.0,5.47,4.69,3.5333333333333337,4.2283333333333335,4.8275,0.4601449047133025,0.8915922087292333,0.9149279653711458,-0.43999999999999995,-1.8600000000000003
2023-09-01,September 2023,2.28,2023,9,3,3.27,3.08,3.52,4.97,5.95,3.2900000000000005,3.8616666666666664,4.709166666666667,0.22068076490778915,0.713397972149262,1.0201110307959227,0.18999999999999995,-1.4200000000000004
2023-10-01,Oktober 2023,2.56,2023,10,4,2.28,3.27,3.08,4.33,5.71,2.876666666666667,3.4133333333333336,4.403333333333333,0.5253887449628423,0.7227632161826493,1.1554482273389042,-0.9900000000000002,-3.6700000000000004
2023-11-01,November 2023,2.86,2023,11,4,2.56,2.28,3.27,4.0,5.42,2.7033333333333336,3.1183333333333336,4.140833333333333,0.5103266927504722,0.6289170586545509,1.188937327909669,0.28000000000000025,-3.15
2023-12-01,Desember 2023,2.61,2023,12,4,2.86,2.56,2.28,3.52,5.51,2.566666666666667,2.9283333333333332,3.9274999999999998,0.29005746557128664,0.45836302934103995,1.168037398218217,0.2999999999999998,-2.56
2024-01-01,Januari 2024,2.57,2024,1,1,2.61,2.86,2.56,3.08,5.28,2.676666666666667,2.776666666666667,3.685833333333333,0.1607275126841555,0.3643441596440068,1.1093852378955782,-0.25,-2.9
2024-02-01,Februari 2024,2.75,2024,2,1,2.57,2.61,2.86,3.27,5.47,2.68,2.6916666666666664,3.4599999999999995,0.15716233645597774,0.3379595636562145,1.0282288390502243,-0.040000000000000036,-2.7100000000000004
2024-03-01,Maret 2024,3.05,2024,3,1,2.75,2.57,2.61,2.28,4.97,2.643333333333334,2.605,3.233333333333333,0.09451631252665409,0.19745885647403524,0.8244704452868798,0.18000000000000016,-2.7199999999999998
2024-04-01,April 2024,3.0,2024,4,2,3.05,2.75,2.57,2.56,4.33,2.7900000000000005,2.733333333333333,3.073333333333333,0.2424871130602601,0.1941820451707578,0.6170064583916473,0.2999999999999998,-1.92
2024-05-01,Mei 2024,2.84,2024,5,2,3.0,3.05,2.75,2.86,4.0,2.9333333333333336,2.8066666666666666,2.9625,0.16072751268413685,0.19866219234342758,0.4735192229946852,-0.04999999999999982,-1.33
2024-06-01,Juni 2024,2.51,2024,6,2,2.84,3.0,3.05,2.61,3.52,2.9633333333333334,2.8033333333333332,2.8658333333333332,0.10969655114737524,0.19775405600567858,0.34283466286337455,-0.16000000000000014,-1.1600000000000001
2024-07-01,Juli 2024,2.13,2024,7,3,2.51,2.84,3.0,2.57,3.08,2.7833333333333337,2.7866666666666666,2.7816666666666667,0.24986663109273566,0.22024229082239719,0.2870803920771858,-0.33000000000000007,-1.0100000000000002
2024-08-01,Agustus 2024,2.12,2024,8,3,2.13,2.51,2.84,2.75,3.27,2.4933333333333336,2.7133333333333334,2.7025,0.3552933060636528,0.3448284597690549,0.32571948332610146,-0.3799999999999999,-0.9500000000000002
2024-09-01,September 2024,1.84,2024,9,3,2.12,2.13,2.51,3.05,2.28,2.253333333333334,2.6083333333333334,2.6066666666666665,0.22233608194273496,0.41930498049355514,0.31247787800493443,-0.009999999999999787,-1.15
2024-10-01,Oktober 2024,1.71,2024,10,4,1.84,2.12,2.13,3.0,2.56,2.0300000000000007,2.4066666666666667,2.57,0.16462077633251224,0.4539456648836999,0.3740442365671927,-0.28,-0.4399999999999997
2024-11-01,November 2024,1.55,2024,11,4,1.71,1.84,2.12,2.84,2.86,1.8900000000000003,2.1916666666666664,2.4991666666666665,0.20952326839833973,0.4210186060813801,0.4490689020494776,-0.13000000000000012,-0.8500000000000001
2024-12-01,Desember 2024,1.57,2024,12,4,1.55,1.71,1.84,2.51,2.61,1.7000000000000004,1.9766666666666666,2.39,0.14525839046446748,0.3465063731978278,0.5086524085535419,-0.15999999999999992,-1.3099999999999998
2025-01-01,Januari 2025,0.76,2025,1,1,1.57,1.55,1.71,2.13,2.57,1.6100000000000003,1.82,2.3033333333333332,0.0871779788727065,0.2584569596664957,0.5543109290467348,0.020000000000000018,-1.0399999999999998
2025-02-01,Februari 2025,-0.09,2025,2,1,0.76,1.57,1.55,2.12,2.75,1.2933333333333337,1.5916666666666668,2.1525,0.4619884558445933,0.45797015914436984,0.7017915385899255,-0.81,-1.8099999999999998
2025-03-01,Maret 2025,1.03,2025,3,1,-0.09,0.76,1.57,1.84,3.05,0.746666666666667,1.2233333333333334,1.9158333333333333,0.830080317399278,0.7461277817282548,0.9252661369803178,-0.85,-2.84
2025-04-01,April 2025,1.95,2025,4,2,1.03,-0.09,0.76,1.71,3.0,0.566666666666667,1.0883333333333332,1.7474999999999998,0.584494083232406,0.6828298958501514,0.8829508891933526,1.12,-2.0199999999999996
2025-05-01,Mei 2025,1.6,2025,5,2,1.95,1.03,-0.09,1.55,2.84,0.9633333333333335,1.1283333333333332,1.66,1.0216326802396645,0.7318037077432226,0.7952129503244382,0.9199999999999999,-1.05
2025-06-01,Juni 2025,1.87,2025,6,2,1.6,1.95,1.03,1.57,2.51,1.526666666666667,1.1366666666666667,1.5566666666666666,0.4643633634705323,0.7378256343247553,0.7031789289083322,-0.34999999999999987,-1.2399999999999998
2025-07-01,Juli 2025,2.37,2025,7,3,1.87,1.6,1.95,0.76,2.13,1.8066666666666669,1.1866666666666668,1.5033333333333336,0.18339392938060495,0.7819121860328861,0.6462666679170993,0.27,-0.6399999999999997
2025-08-01,Agustus 2025,2.31,2025,8,3,2.37,1.87,1.6,-0.09,2.12,1.946666666666667,1.455,1.5233333333333334,0.3906831623370205,0.8767154612529969,0.670675823782343,0.5,0.2400000000000002
2025-09-01,September 2025,2.65,2025,9,3,2.31,2.37,1.87,1.03,1.84,2.1833333333333336,1.8550000000000002,1.5391666666666666,0.27300793639315424,0.49540892200287223,0.6880599647934609,-0.06000000000000005,0.18999999999999995
2025-10-01,Oktober 2025,2.86,2025,10,4,2.65,2.31,2.37,1.95,1.71,2.443333333333334,2.125,1.6066666666666667,0.18147543451839904,0.38500649345178983,0.7565752180755874,0.33999999999999986,0.8099999999999998
2025-11-01,November 2025,2.72,2025,11,4,2.86,2.65,2.31,1.6,1.55,2.606666666666667,2.276666666666667,1.7025,0.27754879450942926,0.47174852057712585,0.839178440229201,0.20999999999999996,1.15
2025-12-01,Desember 2025,2.92,2025,12,4,2.72,2.86,2.65,1.87,1.57,2.7433333333333336,2.4633333333333334,1.8,0.10692676621704136,0.3584224695337941,0.8864843740611582,-0.13999999999999968,1.1700000000000002
2026-01-01,Januari 2026,3.55,2026,1,1,2.92,2.72,2.86,2.37,0.76,2.8333333333333335,2.6383333333333336,1.9125000000000003,0.1026320287903898,0.2510312065594642,0.9387624832725558,0.19999999999999973,1.3499999999999999
2026-02-01,Februari 2026,4.76,2026,2,1,3.55,2.92,2.72,2.31,-0.09,3.063333333333334,2.8349999999999995,2.145,0.433166634603388,0.4104022417093139,0.9722747460559863,0.6299999999999999,2.79
2026-03-01,Maret 2026,3.48,2026,3,1,4.76,3.55,2.92,2.65,1.03,3.7433333333333336,3.2433333333333336,2.549166666666667,0.935111401563261,0.8089169714295092,0.9667796433458461,1.21,4.85
2026-04-01,April 2026,2.42,2026,4,2,3.48,4.76,3.55,2.86,1.95,3.93,3.3816666666666664,2.7533333333333334,0.7196526940130689,0.7564236026636708,0.8707189645066619,-1.2799999999999998,2.45
